threshold_bps,n_trades,trades_per_day,avg_return_bps,std_return_bps,hit_rate,sharpe_gross,breakeven_cost_bps
0,3455930,1728000,0.044691724389428165,0.8542507116979446,0.08312813048875412,1313.8933867007981,0.044691724389428165
1,70297,35149,0.6372842943335605,3.63938224891864,0.6025861701068325,627.2054657217437,0.6372842943335605
2,17109,8554,0.8646500050915946,5.171728591800079,0.612484657197966,295.4288008415572,0.8646500050915946
5,1188,594,1.719367089300786,8.972325048923123,0.6338383838383839,89.22934944119507,1.719367089300786
10,120,60,3.757994469961501,9.292324502314049,0.7333333333333333,59.84919145504593,3.757994469961501
