alpha,beta,se_beta,t_statistic,p_value,r_squared,n,group,median_intensity
-7.678850972340713e-08,0.3881240738568675,0.0031529800705746283,123.0975347668887,0.0,0.012372383965755906,1209593,all,2.283754322294832
-9.389928578251961e-08,0.3881865729576616,0.004159187840942731,93.33230135373601,0.0,0.01419858914747485,604797,high_intensity,2.283754322294832
-5.988465895285035e-08,0.03944663929072176,0.11885292677239655,0.3318945554135331,0.73996899675587,1.8213470343031446e-07,604796,low_intensity,2.283754322294832
