alpha,beta,se_beta,t_statistic,p_value,r_squared,n,horizon_ms,lookback_ms
-1.151508426101671e-07,0.3805921250647434,0.001009557416334844,376.98908344061016,0.0,0.011613027120717323,12095928,400,100
