replication,n_btc,n_eth,hy_covariance,hy_correlation,rv_btc,rv_eth,sync_correlation_1s
179,4317,4517,-1.0732407733128806e-08,-0.014877285856154436,4.4088396299260624e-07,1.1803820858210876e-06,0.006968440910609508
180,4574,4772,1.940760441429352e-08,0.025934150712483138,4.618716951659119e-07,1.2124908050501876e-06,0.007552734345128411
181,4277,4518,1.2099751235369663e-08,0.01694053381977685,4.3599782484389954e-07,1.1700768249165534e-06,0.015273446170214453
182,4366,4648,2.540529367178507e-09,0.0036568939909930134,4.3407808218218425e-07,1.111874677991526e-06,-0.001522244245629295
183,4382,4511,-1.6527988565530478e-08,-0.022290828718507384,4.598960176686036e-07,1.1954404004314149e-06,0.020167965253370196
184,4464,4809,-1.1172325141957208e-08,-0.01451353772980765,4.629959477421862e-07,1.2798626637311245e-06,-0.03427105753088329
185,4329,4470,6.183203764550434e-09,0.008793635525304742,4.401402131497658e-07,1.1233087596232524e-06,-0.016645542799241297
186,4370,4388,-1.9196769923837814e-08,-0.027364873215033614,4.590481120683545e-07,1.0720406006069687e-06,0.00958756331106966
187,4071,4251,-9.322050517661226e-09,-0.01349928031490276,4.1763801922615307e-07,1.141830516171696e-06,0.009698008087217064
188,4479,4725,2.6990823654703125e-08,0.03674960258963803,4.5494419977598955e-07,1.1856836987435112e-06,-1.932276393113287e-05
189,4391,4594,4.56835321931278e-09,0.00625995547288439,4.4647980617168796e-07,1.192820356577481e-06,-0.003913578115693716
190,4354,4610,-6.57299287172005e-09,-0.009294481771261387,4.301406905998134e-07,1.1626940086583627e-06,0.009182316046697916
191,4410,4624,-1.8109545011178167e-08,-0.025871205578716732,4.4760934810559884e-07,1.094668437549296e-06,-0.010922294228099398
192,4313,4353,1.0682890324767654e-08,0.015684242223396552,4.2272252400955857e-07,1.0974760938502833e-06,0.011637989192014002
193,4247,4601,6.333165887087167e-09,0.009196266671967813,4.1582112550241244e-07,1.1405440554165254e-06,-0.019391930185867854
194,4287,4508,2.9712919824037386e-09,0.0042742466984361,4.361171556458781e-07,1.1080728690455947e-06,-0.047565597697606
195,4350,4570,3.741130212252347e-08,0.05453847788354328,4.266870195381402e-07,1.1027833271603038e-06,-0.013204545669852736
196,4281,4593,3.4649844512363784e-08,0.04815700234008381,4.3283153804237914e-07,1.1960925676436685e-06,0.003953254386659993
197,4442,4616,2.3112721631922945e-08,0.0324078374433969,4.61308764649635e-07,1.102580653407431e-06,0.035512821042558665
198,4363,4477,4.041595877148102e-08,0.05749885874227048,4.338035989517177e-07,1.138922496711879e-06,0.00658526927785073
199,4396,4639,-2.5411492778720792e-08,-0.03432038509276587,4.5562676293448335e-07,1.2032249412907624e-06,-0.020538815183310563
